item_id,"event (place, date, venue)",article title,outlet,article date,sentence before,SENTENCE TO LABEL,sentence after,url,label,about this event?,notes
L072,"Kutai Kartanegara, 2026-08-03 - SDN 025 Sebulu; SDN 003 Sebulu; MI (Spesifik tidak disebutkan); MTS (Spesifik tidak disebutkan)","EKSPOSKALTIM - Dugaan Keracunan Massal MBG di Kukar, Puluhan Pelajar Dilarikan ke Puskesmas",eksposkaltim.com,2026-08-03,"Koordinator Satgas MBG Kabupaten Kukar, Sunggono, mengatakan pemerintah daerah bersama Dinas Kesehatan dan pihak SPPG masih melakukan pendataan menyeluruh terkait insiden tersebut.","Selain itu, sampel makanan dan hasil pemeriksaan medis korban juga telah dikumpulkan untuk diuji di laboratorium.","""Sampai saat ini jajaran masih melengkapi data dan memantau secara langsung kondisi korban di lapangan.",https://eksposkaltim.com/berita-18043-dugaan-keracunan-massal-mbg-di-kukar-puluhan-pelajar-dilarikan-ke-puskesmas-.html,,,
L073,"Tasikmalaya, 2025-09-18 - SD Cikalong 1; PAUD di wilayah Cikalong; “beberapa sekolah lain” di Kecamatan Cikalong",Kasus Keracunan MBG di Tasikmalaya Bikin Geram,detik.com,2025-09-19,Pemerintah Kabupaten Tasikmalaya sudah membentuk satgas MBG.,Fungsinya untuk meminimalisir kejadian keracunan sampai penyalahgunaan.,"""Kita punya satgas MBG untuk awasi pelayanan, pemetaan wilayah layanan supaya tidk saling rebut.",https://www.detik.com/jabar/berita/d-8119763/kasus-keracunan-mbg-di-tasikmalaya-bikin-geram,,,
L074,"Aceh Utara, 2025-09-29 - SDN 6 Matangkuli","Usut Kasus Keracunan Siswa SD, Dinkes Aceh Utara Ambil Sampel Menu MBG",regional.kompas.com,2025-10-04,“Penyebab muntah tidak bisa dipastikan.,"Hasil darah rutin menunjukkan infeksi bakteri, jenis bakteri tidak diketahui karena tidak dilakukan pemeriksaan kultur darah,” terang Harry.","Sementara itu, Ketua Sarjana Penggerak Pembangunan Indonesia (SPPG) di SPPG Teupin Keubeu, Kecamatan Matangkuli, Aceh Utara, Teuku Saiful, menyebutkan mereka menunggu hasil pemeriksaan laboratorium dari Dinas Kesehatan Aceh Utara.",https://regional.kompas.com/read/2025/10/04/152251678/usut-kasus-keracunan-siswa-sd-dinkes-aceh-utara-ambil-sampel-menu-mbg,,,
L075,"Kendal, 2025-11-26 - SMPN 1 Kendal",Siswa SMP Keracunan MBG di Kendal Diduga gara-gara Pakcoi,news.detik.com,2025-11-27,"""Jadi sayur pakcoi itu sudah tidak layak disajikan dan dikonsumsi.","Hasilnya (nitrite) sudah di atas ambang batas, ambang batasnya itu 1 mg/l,"" sambung dia.",(idh/imk),https://news.detik.com/berita/d-8231320/siswa-smp-keracunan-mbg-di-kendal-diduga-gara-gara-pakcoi,,,
L076,"Malang, 2026-07-21 - SDN Kauman 1","Puluhan Siswa SDN Kauman 1 Malang Keracunan, Distribusi MBG Dihentikan usai Temuan E. coli | AFU.id",afu.id,2026-07-28,,"JAKARTA, AFU.ID — Distribusi Program Makan Bergizi Gratis (MBG) di SDN Kauman 1 Kota Malang dihentikan sementara setelah hasil uji laboratorium menemukan kandungan bakteri Escherichia coli (E. coli) pada salah satu menu yang disajikan kepada siswa.",Temuan tersebut muncul setelah puluhan siswa mengalami gangguan kesehatan akibat mengonsumsi makanan dari program MBG.,https://afu.id/nusantara/33-siswa-sdn-kauman-1-malang-keracunan-distribusi-mbg-dihentikan-usai-temuan-e-coli,,,
L077,"Parigi Moutong, 2025-09-25 - SMP Negeri 2 Taopa","Keracunan MBG di Sulawesi Tengah, 27 Siswa di Parigi Moutong Dirawat di RS",kompas.id,2025-09-25,"Sebanyak 27 siswa dilarikan ke rumah sakit terdekat saat mengalami pusing, mual, dan muntah seusai menyantap menu MBG.","Sebelumnya, pada Rabu (17/9/2025), keracunan menimpa 300-an pelajar di Banggai Kepulauan.","Kepala Polres Parigi Moutong Ajun Komisaris Besar Hendrawan mengatakan, pihaknya membuka penyelidikan awal dengan memeriksa petugas Satuan Pelayanan Pemenuhan Gizi (SPPG) dan mengamankan sampel makanan untuk selanjutnya diuji di laboratorium.",https://www.kompas.id/artikel/keracunan-mbg-di-sulawesi-tengah-27-siswa-di-parigi-moutong-dirawat-di-rs,,,
L078,"Karo, 2026-08-13 - SMP Negeri 3 Kabanjahe; SMP Swasta Bersama; SMAN 1 Berastagi; SMK Swasta Bersama; SMA Swasta Bersama","Keracunan MBG Karo, Hasil Lab Temukan E. coli, Staphylococcus, dan Bacillus cereus",medan.kompas.com,2026-09-09,"Nasi yang diambil dari sekolah positif mengandung Bacillus cereus, dencis saus dari sekolah mengandung Staphylococcus aureus, dan melon dari sekolah positif Escherichia coli atau E. coli.","Selain itu, Staphylococcus aureus ditemukan pada sampel muntahan salah seorang siswi.","Laboratorium menerima sampel pada Jumat (14/8/2026), sehari setelah kasus keracunan terjadi.",https://medan.kompas.com/read/2026/09/09/113452278/keracunan-mbg-karo-hasil-lab-temukan-e-coli-staphylococcus-dan-bacillus-cereus,,,
L079,"Gunungkidul, 2025-10-28 - SMPN 1 Saptosari; SMKN 1 Saptosari","695 Siswa di Gunungkidul Diduga Keracunan MBG, Bupati: Air Terindikasi Terpapar E. Coli",regional.kompas.com,2025-10-29,"Selain itu, Endah menyebut tentang air di lokasi yang informasinya sudah diperiksa beberapa waktu lalu, dan hasilnya terindikasi mengandung bakteri E. Coli.","""Tadi diindikasikan air dan sebagainya mengandung bakteri E. Coli.","Katanya, beberapa waktu lalu sudah dites.",https://regional.kompas.com/read/2025/10/29/163511678/695-siswa-di-gunungkidul-diduga-keracunan-mbg-bupati-air-terindikasi,,,
L080,"Banjarmasin, 2025-10-21 - SMPN 33 Banjarmasin","Bantah Siswanya Keracunan MBG, Kepala SMPN 33 Banjarmasin: Diare Bersamaan",detik.com,2025-10-21,"""Tidak ada yang keracunan MBG, mereka hanya diare secara bersamaan,"" tegas Sumiyati.","Mengenai penyebab diare yang muncul bersamaan pada anak, Sumiyati menjawab bahwa hal itu bisa saja didasari banyak faktor.","Di antaranya yakni akibat makanan yang dikonsumsi saat sarapan, atau ada yang mual-mual karena tidak sarapan di rumah.",https://www.detik.com/kalimantan/berita/d-8171442/bantah-siswanya-keracunan-mbg-kepala-smpn-33-banjarmasin-diare-bersamaan,,,
L081,"Lampung Timur, 2026-01-28 - Pondok Pesantren (Spesifik tidak disebutkan); SD (Spesifik tidak disebutkan); SMP (Spesifik tidak disebutkan)","Terjadi Lagi di Lamtim, Ratusan Anak Diduga Keracunan Usai Santap MBG - Media Lintas Timur News",medialintastimurnews.com,2026-01-29,Bahkan para guru dan saya sendiri juga merasakannya” ungkap salah satu Guru SMP di Sekolahan penerima MBG yang meminta identitasnya di rahasiakan.,"Lanjutnya, para guru dan siswa SMP tersebut mengaku bahwa saat menerima MBG pada hari Rabu siang salah satu menu lauk ayam goreng yang di suir dirasakan sudah basi.",“Ada satu siswa kami yang saat ini masih di rawat intensif karena keluhannya itu” tambah Guru tersebut.,https://medialintastimurnews.com/2026/01/29/terjadi-lagi-di-lamtim-ratusan-anak-diduga-keracunan-usai-santap-mbg/,,,
L082,"Cianjur, 2025-04-21 - MAN 1 Cianjur","Belasan Siswa Keracunan Diduga dari MBG, Bupati Cianjur Kaget dan Sedih",bandung.kompas.com,2025-04-22,"Para korban, yang mengalami gejala mual, muntah, dan diare, tengah mendapatkan perawatan medis intensif di Rumah Sakit Umum Daerah (RSUD) Sayang Cianjur.","""Jumlahnya belum bisa dipastikan karena masih ada korban yang berdatangan.","Tadi ada 12 siswa dari MAN 1 Cianjur dan beberapa lainnya dari SMP PGRI,"" kata Wahyu kepada wartawan di IGD RSUD Sayang Cianjur, Senin (21/4/2025) malam.",https://bandung.kompas.com/read/2025/04/22/073958478/belasan-siswa-keracunan-diduga-dari-mbg-bupati-cianjur-kaget-dan-sedih,,,
